"","cluster","Avg. SIMCE Lang","Avg. SIMCE Math","Public","SEP status","% Priority Students","&#916; Obs-Pred D1","&#916; Obs-Pred D2","&#916; Obs-Pred D9","&#916; Obs-Pred D10"
"727","Cluster 1
Increase att",251,218,0,1,0.337838,0.108139357197284,-0.254409451089956,0.0791652575958399,0.0152568018730579
"728","Cluster 1
Increase att",236,240,0,1,0.585127,0.0454969406731828,0.0747019227342273,0.0425555213321047,-0.145982921329059
"729","Cluster 1
Increase att",283,270,0,0,0.15493,0.0925536151073676,-0.145128678473491,0.0759090383183217,0.00978791545586466
"730","Cluster 1
Increase att",266,261,0,0,0.095149,0.00997180306411194,-0.104334704084307,0.0404038819848165,0.0304758798697935
"731","Cluster 1
Increase att",275,276,0,0,0.119355,-0.0527122289408445,-0.0523625680660835,0.0142029740265047,0.0506464933405046
"732","Cluster 2
Lower att (bottom)",251,261,0,1,0.372483,-0.16867666117708,0.105392210015921,0.075549385653283,-0.61487004393055
"733","Cluster 2
Lower att (bottom)",245,264,0,1,0.67803,-0.184761524240954,-0.444235678411738,-0.00974173394385147,0.0390937549701331
"734","Cluster 1
Increase att",316,297,0,0,0.148649,0.0465079791778171,0.031624544441734,0.0589113087218509,0.00190221654131362
"735","Cluster 1
Increase att",282,282,0,0,0.170524,0.0331843706558466,0.0467892006505339,-0.0137235122705912,-0.0128656630258563
"736","Cluster 1
Increase att",281,278,0,1,0.212598,-0.0820137979699823,0.0457533300628334,0.0460720925654643,0.0632009886685714
"737","Cluster 1
Increase att",295,292,0,0,0.114823,0.0529974768690686,0.0218623363099167,0.0152082877515284,0.0624085357998405
"738","Cluster 1
Increase att",295,292,0,1,0.102293,0.0565680060490593,0.0855815543458859,0.0256341288744174,0.0650204187155617
"739","Cluster 1
Increase att",297,301,0,0,0.116622,-0.0164413438622694,-0.000468366754000749,0.0347634483884252,0.0255227930824775
"740","Cluster 1
Increase att",261,260,0,1,0.660571,0.02263154219012,-0.218112613971189,0.119487945769194,0.0245029180649976
"741","Cluster 1
Increase att",243,240,0,1,0.382653,0.0866922618640126,0.0105678789999485,0.0558072895161597,-0.00227896918491566
"742","Cluster 1
Increase att",270,261,0,1,0.390671,-0.0453816798196945,-0.0937712288462305,0.00186330903531662,0.106085276681031
"743","Cluster 1
Increase att",253,240,1,1,0.729958,0.149834900878177,0.242634679265229,0.101771707085576,0.103699711677047
"744","Cluster 1
Increase att",266,270,0,1,0.511811,0.050852244661829,-0.0419037606475245,0.0528261836662703,0.0628750427983502
"745","Cluster 1
Increase att",287,284,0,0,0.006452,0.0350538616307734,0.0919489485890135,0.0394265616468441,0.0338581686654021
"746","Cluster 1
Increase att",248,262,0,1,0.545866,-0.0158366219145772,0.0800154209621342,-0.027465864719601,0.0332240724758796
"747","Cluster 2
Lower att (bottom)",236,252,0,1,0.821114,-0.116652035938135,-0.28717187268675,0.0399974391855057,0
"748","Cluster 2
Lower att (bottom)",273,277,0,0,0.247462,-0.183746206607337,-0.110369659499774,0.0981446733805283,0.0282445867630805
"749","Cluster 1
Increase att",232,233,0,1,0.62116,-0.072091830595582,0.117409601048451,-0.103486219489627,0.0221346848094895
"750","Cluster 1
Increase att",264,266,0,1,0.375,0.0338988959413361,0.0574830108059059,-0.227963531805564,0.051126131031229
"751","Cluster 1
Increase att",298,309,0,0,0.059055,0.0299381175569172,0.0527811844193384,-0.12531339080149,0.0287939829235649
"752","Cluster 1
Increase att",247,242,0,1,0.732075,0.23664998053718,0.224213326557684,-0.30462326557829,0.0530830498486927
"753","Cluster 1
Increase att",282,282,0,1,0.557987,0.089270775133732,0.0558323397738505,-0.00467396533941544,-0.139489421001896
"754","Cluster 2
Lower att (bottom)",245,229,0,1,0.647799,-0.969149566950427,-0.803565556790028,0.00625979156710943,0
"755","Cluster 1
Increase att",256,255,0,1,0.475728,0.0675848146054545,-0.118622004454491,0.0408899840030322,0.0833283819313728
"756","Cluster 1
Increase att",252,229,0,1,0.732258,0.126657738083313,0.145325876300136,0.0475795315932501,0.0576396561318258
"757","Cluster 1
Increase att",242,238,0,1,0.552529,0.10122257029876,0.117043700655304,0.0271295071926541,-0.00214770393967112
"758","Cluster 1
Increase att",267,247,0,1,0.380665,0.080322004479232,-0.0893947291206714,0.125284497812341,0.166690178646561
"759","Cluster 1
Increase att",276,280,0,0,0.202963,0.0965822935548841,0.0498526265419412,0.0409800613711969,0.0370857972139963
"760","Cluster 1
Increase att",280,304,0,1,0.581481,-0.109688065839172,-0.0506196415463799,0.0469489934928644,0.0448687439024386
"761","Cluster 2
Lower att (bottom)",284,291,0,0,0.227181,-0.00392517052722685,-0.0937613715192892,-0.0933984361367277,-0.133089320015084
"762","Cluster 1
Increase att",242,233,0,1,0.374239,0.022102487934212,-0.06812433016588,-0.0125843733523049,-0.0328596617019533
"763","Cluster 2
Lower att (bottom)",223,226,0,1,0.383234,0.0722163840449287,-0.421562871831306,0.011855567578708,0.0209032968541418
"764","Cluster 1
Increase att",249,271,0,1,0.50193,-0.0787747137807859,0.0449546978460601,0.0311047072852594,0.0656864052434895
"765","Cluster 1
Increase att",244,234,0,1,0.700288,0.0466015944187382,0.0818843241876501,0.111309938773959,0.0360111297433439
"766","Cluster 1
Increase att",237,242,0,1,0.546392,0.0778377351119547,0.0967004920491265,0.107373714112869,0.0253659272076592
"767","Cluster 1
Increase att",293,274,0,0,0.07027,0.042149014687335,0.0247367757127109,0.0296513918552166,0.00675563603297746
"768","Cluster 1
Increase att",213,206,1,1,0.564356,-0.673853127225288,0.156660553484926,0.104849524306388,0.0577029995118332
"769","Cluster 1
Increase att",233,230,0,1,0.596439,0.0875059966040815,0.0669905552069019,0.0678164706145796,0.0272107770019181
"770","Cluster 1
Increase att",222,182,1,1,0.885714,-0.338912991293591,0.272117145420027,0.123830341044993,-0.0364153623084447
"771","Cluster 1
Increase att",267,261,0,0,0.103203,0.0637685231274393,0.0978248759380894,0.0279131905301042,0.0443779034081021
"772","Cluster 2
Lower att (bottom)",254,233,0,1,0.542105,-0.794249148590589,0.0286826238949438,0.0228737341914285,0.0826212335539687
"773","Cluster 1
Increase att",287,300,0,0,0.247845,0.0588089956816167,0.0795198681729407,-0.116491367612974,0.0526255428196178
"774","Cluster 1
Increase att",275,269,0,1,0.320819,-0.0697205625551457,0.172795466156889,0.0119499538528041,0.0552294560719828
"775","Cluster 2
Lower att (bottom)",268,281,0,1,0.610709,-0.139643665749196,-0.0433337087841217,0.0222138554153899,0.0441482438002934
"776","Cluster 1
Increase att",265,241,0,0,0.220472,0.141565238451852,0.0428986954314706,0.0793526101842005,0.167138602499437
"777","Cluster 2
Lower att (bottom)",301,311,0,0,0.168889,-0.283695992421346,-0.291400964538305,0.0991468797289453,-0.0024086410805535
"778","Cluster 1
Increase att",284,274,0,0,0.060606,-0.0597510414962104,0.0621113775790302,0.0249928807832123,0.0100634682716989
"779","Cluster 1
Increase att",275,282,0,1,0.555556,0.0697399825940628,0.0419227140386719,0.033053900747272,0.0965253368796687
"780","Cluster 1
Increase att",214,208,1,1,0.815,-0.222147499313894,-0.0417412670964713,0.0637095592203154,0.0127716226977856
"781","Cluster 2
Lower att (bottom)",290,283,0,0,0.056985,-0.216315511247632,-0.0553178135496469,-0.0627382773510277,-0.107285170585437
"782","Cluster 1
Increase att",300,305,0,0,0.097561,0.0251124504762056,0.0834577508362013,0.305178084804945,0.0395819301912866
"783","Cluster 1
Increase att",283,303,0,0,0.099112,-0.203748108072314,-0.057482972728674,0.0506507015350656,0.0345404037381744
"784","Cluster 2
Lower att (bottom)",279,262,0,0,0.150376,-0.0801037459677961,-0.030418926467609,-0.0569258293865216,-0.0775375503402355
"785","Cluster 1
Increase att",232,219,1,1,0.702655,0.0794558762619607,-0.104423272688687,0.0356827168055684,0.0853397541537074
"786","Cluster 1
Increase att",291,242,0,1,0.335766,0.27194051690494,0.180729705707779,0.0639621684517606,0.0434310493963203
"787","Cluster 1
Increase att",272,266,0,0,0.284091,-0.0895913557556327,0.0704105131144487,0.117121896413427,0.0939624720250627
"788","Cluster 2
Lower att (bottom)",281,272,0,0,0.150198,-0.0451033120711662,-0.0540028733184137,-0.0867471381841979,0.0583286485024336
"789","Cluster 1
Increase att",301,303,0,0,0.174157,0.100131450017664,-0.0169854198229333,0.0429173975871237,0.0801640437971465
"790","Cluster 1
Increase att",267,266,0,0,0.147287,-0.299504936865984,-0.0222199704325221,0.155821050275483,0.161880928598806
"791","Cluster 1
Increase att",308,279,0,0,0.043643,-0.0255551661369793,-0.0781092463351495,0.0508416056345429,0.0242722434295318
"792","Cluster 2
Lower att (bottom)",296,280,0,0,0.047256,-0.0311368345117626,-0.107204878996295,-0.0724552381397945,0.0269653339618176
"793","Cluster 1
Increase att",302,312,0,0,0.195455,0.0645524081097821,0.0884080140920414,0.0308699977346478,0.0348850721795485
"794","Cluster 1
Increase att",274,288,0,0,0.127174,0.107883934602032,-0.0113451389405923,0.060446027805792,0.0294947049181402
"795","Cluster 2
Lower att (bottom)",308,314,0,1,0.318701,-0.147378915432424,-0.209472700938387,-0.0246623278220361,0.0389647039470373
"796","Cluster 2
Lower att (bottom)",292,260,0,1,0.350515,-0.572248308699064,0.0676896274200488,0.0591578044403573,0.0344409852152181
"797","Cluster 1
Increase att",259,240,0,1,0.444444,0.0839682111846288,-0.0062858696508723,0.141296949312699,0.0972905533190291
"798","Cluster 1
Increase att",276,283,0,1,0.190207,0.0921410620473809,0.110711267808682,0.0228530701275179,0.0422141021596102
"799","Cluster 1
Increase att",314,312,0,0,0.072012,0.0552307494456651,0.0183437442301416,0.0419819591335534,0.0646993162835419
"800","Cluster 1
Increase att",277,284,0,0,0.112583,0.0331490122247324,0.0343100116142679,0.0371640141387906,0.0362053629359831
"801","Cluster 1
Increase att",262.271,259.618,0,0,0.199463,-0.039602125218137,-0.122393191694769,0.0856251980629755,0.0730031833201178
"802","Cluster 1
Increase att",251,248,0,1,0.195,0.215710381144268,0.17054425741892,0.195355482476769,0.269732606429558
"803","Cluster 1
Increase att",272,257,0,1,0.630045,-0.126226800951798,-0.0245406611273357,0.0365059316885726,-0.0275266315285745
"804","Cluster 1
Increase att",289,299,0,1,0.306982,-0.0311205714860013,-0.0376879706616849,0.029729442078621,0.032756111645569
"805","Cluster 1
Increase att",266,269,0,1,0.730159,0.14343120794264,0.0784173109001433,0.084363229115417,0.0290563898884946
"806","Cluster 1
Increase att",247,245,0,0,0.202749,0.0529347195330058,-0.19628625418155,0.0724231325327152,0.102238084197513
"807","Cluster 1
Increase att",267,255,1,1,0.434851,-0.0052200572197274,0.0297663040074164,0.0314361156889233,-0.0466772905427459
"808","Cluster 2
Lower att (bottom)",237,241,0,1,0.549133,-0.0263006729564896,-0.071191546092349,-0.0965842614274802,0.00585534617274397
"809","Cluster 1
Increase att",233,232,1,1,0.572072,-0.0954670788751086,0.0646870203773359,0.0767208518974652,0.105732620496322
"810","Cluster 2
Lower att (bottom)",259,261,0,1,0.554878,-0.74967119959347,0.285488142960784,0.0775917217185784,0.0792149667325364
"811","Cluster 2
Lower att (bottom)",277,259,0,1,0.378601,-0.424484970408322,-0.255111526201238,-0.00546526210619103,-0.264991377990064
"812","Cluster 2
Lower att (bottom)",253,269,0,1,0.816038,-0.470756333162879,-0.470007150706547,0.0315691916866653,0.0101619687159937
"813","Cluster 2
Lower att (bottom)",265,255,0,0,0.180046,-0.0764625652876394,-0.154684367018391,0.0435500839155526,-0.0680671044104566
"814","Cluster 1
Increase att",249,256,0,1,0.553488,-0.074851365047425,0,0,0
"815","Cluster 1
Increase att",265,256,0,0,0.4,0.0829390306535721,0.0572055237366281,-0.0153129681546291,0.062344383370016
"816","Cluster 1
Increase att",280,274,0,0,0.131944,0.000319200804318687,0.0736093609600406,0.0304622150599642,0.0276457786588769
"817","Cluster 1
Increase att",274,274,0,1,0.110754,-0.0395084604793592,0.0246127171817292,-0.113718059209377,0.0335372412038212
"818","Cluster 2
Lower att (bottom)",274,267,0,1,0.277419,0.0151798966593757,-0.209559096753344,0.085111821455404,-0.297262472519697
"819","Cluster 2
Lower att (bottom)",283,282,0,0,0.105263,-0.489467579128546,-0.147570594553189,0.00479236698218932,0.00559690446602701
"820","Cluster 2
Lower att (bottom)",285,296,0,1,0.150376,0.0589734550897631,-0.397085381884853,0.0403221517503906,0.0125563754743947
"821","Cluster 1
Increase att",309,296,0,1,0.242038,0.0638118866585479,0.0536904343088939,0.00567104724104184,0.133521056011783
"822","Cluster 1
Increase att",296,296,0,0,0.080074,-0.0999092276095235,0.0296047061254124,0.0115792936771327,-0.014497913618887
"823","Cluster 1
Increase att",213,204,0,1,0.842282,-0.110384791410556,0.23258793387633,0.0470527257669394,0.00319901317424731
"824","Cluster 1
Increase att",281,267,0,0,0.036117,0.108168459920942,-0.0460973414641549,0.0823722835157485,0.0428186668089336
"825","Cluster 1
Increase att",292,284,0,1,0.321555,0.126827402007522,0.254911001806812,0.0189746113691301,0.131934580599141
"826","Cluster 1
Increase att",219,218,0,1,0.397802,-0.00997679785896299,0.0682901925618852,0.0716372783618269,0.020560077779192
"827","Cluster 1
Increase att",267,257,0,1,0.460884,0.0240135855814216,-0.0574531970709578,0.0588193969617682,0.0340932918711098
"828","Cluster 1
Increase att",292,287,0,0,0.124214,0.0614612679903341,0.0922767253601766,0.0421189833820697,0.0807306712811867
"829","Cluster 1
Increase att",286,265,0,1,0.241706,0.0738973931121841,0.0907363046541818,0.119883678670127,0.141119158638916
"830","Cluster 1
Increase att",272,278,0,1,0.428571,0.0535733898594574,-0.183477421390223,0.0660944942202268,0.0462098873962479
"831","Cluster 2
Lower att (bottom)",229,225,0,1,0.704348,-0.332101721449026,-0.229628973632411,0.0877413578037769,0.00226645697826999
"832","Cluster 1
Increase att",262,258,0,1,0.539157,0.05121983379582,0.11947665019271,0.00917269647305119,0.0436547963167998
"833","Cluster 1
Increase att",270,258,0,1,0.51773,0.0484773491868106,0.0501479885297929,0.0189606080422189,0.0626164784370554
"834","Cluster 1
Increase att",276,294,0,1,0.33612,0.0562177876121651,0.115073797929438,-0.0947592209869008,0.0197181743802078
"835","Cluster 2
Lower att (bottom)",294,258,0,0,0.269962,0.0810859169869109,-0.231174582761798,-0.529938490342726,0.0797803593570066
"836","Cluster 1
Increase att",251,250,0,1,0.480122,-0.193035148349965,-0.0665867711029494,0.025468932346737,0.0498432421212353
"837","Cluster 2
Lower att (bottom)",274,291,0,0,0.281928,-0.259972141573157,0.120387286267035,-0.0437908471123305,0.039654467573658
"838","Cluster 1
Increase att",248,234,0,1,0.530864,0.000937607626295578,0.0428046987053338,0.0356609781565713,-0.17341381757315
"839","Cluster 1
Increase att",257,270,0,1,0.545605,0.104897937338888,-0.0163977175036647,0.092617758140073,0.0149164983459935
"840","Cluster 1
Increase att",260,248,0,1,0.557769,-0.187885347936226,0.0270705158248558,0.0424272572339859,0.0498206954490821
"841","Cluster 1
Increase att",256,241,0,1,0.562376,0.124340536484232,-0.0798613224337014,0.0516493370129678,0.0276414333124633
"842","Cluster 2
Lower att (bottom)",267,261,0,1,0.477528,-0.470650341705876,0.0288982939624171,0.0464527968636559,0.00603298312137091
"843","Cluster 1
Increase att",273,270,0,0,0.329949,0.0866963348541253,0.0846753420657681,-0.0260345548787995,0.0171891499981995
"844","Cluster 2
Lower att (bottom)",261,244,0,1,0.551622,-0.0490808734403063,-0.124626019961029,-0.0157234550855443,0.0375010101770833
"845","Cluster 1
Increase att",231,220,1,1,0.567308,-0.235193097569061,0.0836594717489756,0.104786191234864,0.0587816294945278
"846","Cluster 1
Increase att",294,313,0,0,0.090744,-0.0182211513347401,0.0526955765318144,0.060065137477449,0.029276329294957
"847","Cluster 1
Increase att",263,258,0,1,0.567164,0.128050991344323,0.055731253120299,0.0508416985865003,0.0386148984855701
"848","Cluster 1
Increase att",257,248,0,1,0.401674,0.0937913316117169,0.0364363132831953,0.0407605807548669,0.123560744588565
"849","Cluster 1
Increase att",261,265,0,1,0.563305,0.0681824282647292,-0.0416257282805395,0.0202794923255957,0.0341625750595747
"850","Cluster 1
Increase att",255,255,0,1,0.421634,-0.199543865157096,0.0438635521365227,0.0199589411018019,0.0404904766500047
"851","Cluster 1
Increase att",290,294,0,0,0.110139,0.100501807953552,-0.0417257519652692,-0.00292783093372395,0.0410630439139827
"852","Cluster 1
Increase att",304,303,0,0,0.0629,0.0673086925198689,0.0850304684417917,-0.0642582481593234,0.0444654419414505
"853","Cluster 1
Increase att",286,263,0,1,0.422383,0.0789363288861133,0.109375874748539,0.0220530323547319,-0.255121438070565
"854","Cluster 1
Increase att",239,242,0,1,0.61678,-0.0438086263051187,0.0903308539724582,-0.04280805529266,-0.0138485703905542
"855","Cluster 1
Increase att",232,196,0,1,0.72,0.0134664136757909,-0.00638724753095432,-0.0152049810744721,0
"856","Cluster 1
Increase att",276,264,0,0,0.249267,0.103227690916025,0.0998988397330723,0.0165849601050886,0.0280590127340336
"857","Cluster 1
Increase att",235,250,0,1,0.612676,0.053194270339447,-0.0147243237422039,0.0212838357962729,0.16522435238436
"858","Cluster 1
Increase att",268,268,0,1,0.632653,0.123021448631938,0.107611015173866,0.0761169234187256,0.072516810605495
"859","Cluster 1
Increase att",282,273,0,0,0.144796,-0.0440994556144398,-0.0847389323202733,0.115771561114176,0.0400007549286487
"860","Cluster 1
Increase att",282,297,0,0,0.163097,-0.135692789058165,0.0717260294786645,0.0336205207232068,0.0504537480937121
"861","Cluster 1
Increase att",287,308,0,1,0.450301,0.12454290568405,0.0319585638675152,0.0444637521314735,0.0284225167206064
"862","Cluster 1
Increase att",237,254,1,1,0.608247,0.160640435167722,0.136365794846637,-0.119195272124135,0.0387377623691159
"863","Cluster 1
Increase att",297,271,0,0,0.241206,0.158942956228429,0.11753088087614,0.0749497005230438,0.0656981044585571
"864","Cluster 1
Increase att",239,247,0,1,0.604895,0.0763147843701715,-0.194279359339721,0.0803911683073123,-0.00630626086197594
"865","Cluster 2
Lower att (bottom)",229,228,0,1,0.230126,-0.432018742528563,-0.102949740788645,-0.122966427943438,-0.188364482570908
"866","Cluster 1
Increase att",279,282,0,0,0.174194,0.0713548545163514,0.0562512528491725,0.0534412621556192,0.0377663853497295
"867","Cluster 1
Increase att",283,275,0,1,0.48125,0.197970695547709,0.0537006119105687,-0.0146918624530143,0.0326070324592503
"868","Cluster 1
Increase att",230,229,0,1,0.688716,-0.222074474592366,0.0301309640404125,0.0783765642559117,0.0517312055955615
"869","Cluster 1
Increase att",271,281,0,1,0.413146,0.0886364537500851,-0.154494873346166,0.0314954942216036,0.0553430209376342
"870","Cluster 2
Lower att (bottom)",247,237,0,1,0.638146,-0.0293457423480775,-0.169095954047747,-0.0729416366636119,0.0472765195410623
"871","Cluster 2
Lower att (bottom)",240,221,0,1,0.219931,-0.446856739916776,0.0333155688729885,0.0317570100258159,0.0744357118347854
"872","Cluster 1
Increase att",250,243,0,1,0.477583,0.05363884986798,-0.0268085150469736,0.0425915757506035,0.0385882096059605
"873","Cluster 1
Increase att",274,275,0,1,0.283688,0.0214488270381831,0.0169521468198971,-0.00605891456291907,0.00905296684229151
"874","Cluster 1
Increase att",271,266,0,0,0.162921,0.0923670595841823,-0.0412361984152725,0.0824772088736162,-0.0609845977725462
"875","Cluster 1
Increase att",279,255,0,1,0.484018,0.151857520718259,0.0533217948555754,0.066682953408332,0.00494860687350562
"876","Cluster 1
Increase att",272,250,0,0,0.244161,-0.033110720042371,0.0657810902786092,0.0696673973169848,0.0242534146599763
"877","Cluster 1
Increase att",264,264,0,1,0.545171,-0.0142553722310738,0.0028158708963556,-0.00547239494188134,-0.0574475871963999
"878","Cluster 2
Lower att (bottom)",258,245,0,1,0.337209,-0.208677507918114,-0.220253757086296,-0.560452375783572,0.028269912345825
"879","Cluster 1
Increase att",269,254,0,1,0.464,0.00218304083493881,-0.125758181778907,0.0813323012783521,0.0221499081693259
"880","Cluster 2
Lower att (bottom)",269,272,0,1,0.273081,-0.303082896945678,-0.229863634241022,0.0471754931843456,-0.0516696012763174
"881","Cluster 2
Lower att (bottom)",247,240,0,0,0.115207,0.0773658887693598,-0.300242052549636,0.0827556391492315,-0.0302546997362247
"882","Cluster 1
Increase att",284,271,0,1,0.407738,0.12121917319112,0.108996999782096,0.0494668226275036,0.034547337242267
"883","Cluster 1
Increase att",256,250,0,1,0.454545,0.0916653909763022,-0.238106340915029,0.074847017586384,0.0437777111227583
"884","Cluster 1
Increase att",279,276,0,1,0.626437,-0.0310406143987249,0.108545817444898,-0.221706063603352,0.06333627217412
"885","Cluster 2
Lower att (bottom)",270,233,1,1,0.746781,-0.0695835491389607,-0.181426562726921,0.0150179033512893,0.0628684357707381
"886","Cluster 1
Increase att",246,232,0,1,0.478814,0.0286671758316281,0.0824478060181311,0.0355058095098487,0.0199157354154924
"887","Cluster 1
Increase att",200,205,0,1,0.536481,-0.333966936165629,0.11223314089812,0.0237347346933103,-0.0074134298217392
"888","Cluster 1
Increase att",250,223,0,1,0.47006,-0.024692511096652,0.0273075357356792,0.0107546449306292,0.0747693219483793
"889","Cluster 2
Lower att (bottom)",312,319,0,0,0.118519,-0.337408223559138,0.0172485981598381,-0.448611422827055,0.0890429028948804
"890","Cluster 1
Increase att",239,231,0,1,0.682261,0.154779817892631,-0.0911970308624965,0.0805091341881806,0.0711896891957291
"891","Cluster 1
Increase att",257,261,0,1,0.790036,0.261485983105081,0.225517143342271,0.0566321941020987,0.0274089999462529
"892","Cluster 1
Increase att",264,262,0,0,0.194805,0.102885604422705,0.0844211683373278,0.0404692596480741,0.0254440404645221
"893","Cluster 1
Increase att",223,222,0,1,0.720833,0.0990724537645231,0.0648116040799831,0.0685072312483646,0.0562188128473673
"894","Cluster 1
Increase att",251,231,0,1,0.669492,0.0567674378778285,0.0545083735184653,0.0264506417310421,0.0921046272486242
"895","Cluster 2
Lower att (bottom)",278,255,0,1,0.5671,0.121028262886621,0.0513192709065603,0.0503332843129842,-0.23625597669571
"896","Cluster 1
Increase att",280,261,0,1,0.441281,0.00058549758412263,-0.17364867772805,0.0258787191241185,0.0169536772682206
"897","Cluster 1
Increase att",272,259,0,1,0.456621,0.0511172957375965,0.0605968776400787,0.0214351189821471,0.080613283911988
"898","Cluster 1
Increase att",222,230,0,1,0.738676,-0.000104370117159469,0.00000689677879261996,0.0660806974411559,0.000231378674525828
"899","Cluster 1
Increase att",252,232,0,1,0.506211,-0.0823428978741448,0.113449205049588,0.103596718683566,0.0597380525656993
"900","Cluster 1
Increase att",288,286,0,0,0.174807,0.111251850960731,0.0431208273480127,-0.0181432659380909,0.0613403923557387
"901","Cluster 2
Lower att (bottom)",291,286,0,0,0.039216,0.0720707731819449,-0.0880944257308425,0.00648459473695695,-0.301006150283546
"902","Cluster 1
Increase att",258,261,0,1,0.491366,0.100146137961203,0.0679947006885725,0.0612164484402563,0.0312659774711151
"903","Cluster 2
Lower att (bottom)",275,273,0,1,0.56,-0.937319561889885,-0.622017254909215,0.0981172117621472,0.0382197543210439
"904","Cluster 1
Increase att",283,305,0,1,0.743056,-0.030893946301891,-0.0606172510604017,0.0359826650422763,0.0100201538437279
"905","Cluster 1
Increase att",260,258,0,1,0.455224,0.026188987914973,0.0654313018248794,0.110506958177233,0.0226708268191884
"906","Cluster 1
Increase att",253,230,0,1,0.524476,0.0154566756305814,0.0946053760331729,0.00660743364110383,0.0758906721188521
"907","Cluster 1
Increase att",288,292,0,1,0.189655,-0.162234727131246,0.0448048660148176,0.0130944446663277,0.0406842157284952
"908","Cluster 2
Lower att (bottom)",302,285,0,1,0.517699,-0.17623606959921,0.0282067658003388,0.00421878249042251,-0.319819983559846
"909","Cluster 1
Increase att",283,279,0,1,0.65678,-0.186618727932497,0.0560870520172269,0.0826149344742733,0.0447237390150428
"910","Cluster 1
Increase att",251,249,0,1,0.354978,0.196502040033166,0.117337294128765,0.0728662878883469,0.0782004729606409
"911","Cluster 1
Increase att",285,306,0,1,0.439815,0.0763400096750351,0.0262110672276687,0.105043840137872,-0.000936321444610089
"912","Cluster 1
Increase att",272,260,0,1,0.431319,-0.255735226553488,0.0558842045383589,0.0684815068532825,0.113928519871794
"913","Cluster 1
Increase att",281,283,0,1,0.449948,-0.0460617873756138,-0.05869829635651,0.0400826909906599,0.0288531795739432
"914","Cluster 1
Increase att",279,263,0,0,0.245415,-0.0195714993230768,-0.0101269408673282,0.0773360839526704,0.0739579195321531
"915","Cluster 2
Lower att (bottom)",266,243,0,1,0.31875,0.0915600596645543,-0.696484047419599,-0.163812429705268,-0.195071717036413
"916","Cluster 1
Increase att",265,274,0,1,0.626087,0.108204692158395,0.0661418862466389,0.104108629786749,0.0268644999992764
"917","Cluster 1
Increase att",309,315,0,0,0.133333,0.219523514237006,-0.201683883535763,0.0567250817590891,0.0661055627703825
"918","Cluster 1
Increase att",279,268,0,0,0.143627,-0.0121287170037061,0.0337926601731999,0.0251231688419542,0.0464228645136474
"919","Cluster 1
Increase att",279,279,0,0,0.184713,0.0023998443858988,0.125288607073353,0.0474013948902552,0.0237206360346265
"920","Cluster 1
Increase att",248,229,0,1,0.485804,0.220903007736918,0.0712385592186351,0.0145502238492062,0.0282260977255759
"921","Cluster 1
Increase att",240,239,0,0,0.398664,-0.166677552020638,0.0949068824430992,-0.119589957764255,0.0999548531351636
"922","Cluster 1
Increase att",263,270,0,0,0.246032,-0.115719407650173,-0.22278489372172,0.0177593415569804,0.0424211292727819
"923","Cluster 1
Increase att",268,247,0,0,0.180593,0.100999813980364,0.0802670638423642,0.0770381255122669,0.0195636883771302
"924","Cluster 1
Increase att",244,249,0,1,0.424658,-0.209718351655033,0.115053335366589,0.0265951968590608,0.0593008153227222
"925","Cluster 1
Increase att",227,218,0,1,0.694737,-0.258848910332626,0.100992889860758,0.00195418012412762,-0.00267514178496064
"926","Cluster 1
Increase att",300,285,0,1,0.205224,-0.0164808243539794,0.0683633054653766,0.0188415821623766,0.0363926002396237
"927","Cluster 2
Lower att (bottom)",285,294,0,0,0.201014,-0.004588656777748,-0.135351636526186,0.0127565912420703,0.0558840049171767
"928","Cluster 2
Lower att (bottom)",280,247,0,1,0.7375,-0.27276620715908,-0.109573917494535,0.127803205834796,0.170893341357012
"929","Cluster 1
Increase att",272,265,0,0,0.252647,-0.0329267775849378,0.119306427931804,0.0665820692758238,0.0723518542373387
"930","Cluster 1
Increase att",278,278,0,1,0.447917,0.0952778310842645,0.0731841443925128,0.0285593133645088,0.0277074162347302
"931","Cluster 1
Increase att",247,256,0,1,0.655371,0.0350862582921606,0.0635314022616705,-0.018272944783647,0.0327577286407711
"932","Cluster 2
Lower att (bottom)",262,249,0,0,0.192029,-0.21488885586564,-0.245303394111107,-0.00703529125702729,0.0149824768445962
"933","Cluster 2
Lower att (bottom)",236,237,0,1,0.333333,-0.758713290513756,0.0113874836555585,-0.00015289089398518,0.0000402684238498541
"934","Cluster 1
Increase att",259,262,0,0,0.094488,0.220869217653537,0.0706558998779773,0.0498299280242037,0.0985912962348499
"935","Cluster 1
Increase att",274,269,0,0,0.196507,0.110829711167154,0.149511384370733,-0.0074657400977145,0.0952134048519055
"936","Cluster 2
Lower att (bottom)",232,229,0,1,0.715481,-0.152236084905694,-0.00245176922058721,0,-0.000345012079427942
"937","Cluster 1
Increase att",275,264,0,0,0.16033,-0.0603616619434059,0.140900995435456,-0.0136360604075951,0.0954243197466269
"938","Cluster 1
Increase att",257,214,0,1,0.6,0.138239079999501,0.101072520615523,-0.017154023817326,-0.0108324028502134
"939","Cluster 2
Lower att (bottom)",274,275,0,1,0.643357,-0.579608477637058,0.0287705825000618,0.0657474959228163,-0.0173692932159486
"940","Cluster 1
Increase att",249,248,0,0,0.240122,-0.154281598500108,0.138649722366142,0.0181756521019255,0.0554455184056868
